cid,text,time,author,channel,votes,photo,heart
Ugyv-PY-6vBBx6yEWG94AaABAg.9RfKGJ5jTnM9XkX0b_juwZ,"as an american someone so young and knowledgeable is quite strange to see. my state of oregon just removed requirements for students to be proficient in math & reading in order to get a hs diploma. american 15 year olds are not smart. good to see at least one useful teen, but i am afraid the us is finished. i weep for the future.",2 months ago,Peter Belanger,UC-5532mUTkJee_T7q22rW8w,0,https://yt3.ggpht.com/ytc/AKedOLS41lY-F9krls6RhrnT71bT_Ze1uLZXRZL8Jg=s176-c-k-c0x00ffffff-no-rj,False
Ugyv-PY-6vBBx6yEWG94AaABAg.9RfKGJ5jTnM9XkqkV4uMDS,i bet indian parent’s give examples of him to kids like me🤦🏻‍♂️,2 months ago,Manny Chakal,UCIchGX7hLVuCZWfKmpGjYNA,0,https://yt3.ggpht.com/ytc/AKedOLTFzQvqqdUPnoL_CQggN2jonRoGo_I1_f-l1suIpw=s176-c-k-c0x00ffffff-no-rj,False
Ugyv-PY-6vBBx6yEWG94AaABAg.9RfKGJ5jTnM9Xl2T_CusoK,"the plot twist... it's not a kid, it's an ai-generated kid. 😂😂😂😂",2 months ago,Gilberto Junqueira,UC5sLUkYjiXzpmQwjncB1JXw,1,https://yt3.ggpht.com/ytc/AKedOLRUcQFWq6QblRddiHvzSVz9GC9K4Jz3WC38N0Gpxw=s176-c-k-c0x00ffffff-no-rj,False
Ugyv-PY-6vBBx6yEWG94AaABAg.9RfKGJ5jTnM9YgNVO4pysl," @geeky programmer  learning is not a race, everybody has its own pace , the only struggle you have is with yourself, we are greatfull that we can learn from those who knows more and by that we little progress in our goal and try to share your  knowledge to someone else",1 month ago,confidential303,UCRZM5iQLgzkMBtr9qzBp_9w,1,https://yt3.ggpht.com/ytc/AKedOLS79WJXtuGxHei6G6-a86Z_foXbvdmRuFQjzw=s176-c-k-c0x00ffffff-no-rj,False
Ugyv-PY-6vBBx6yEWG94AaABAg.9RfKGJ5jTnM9_D9Jf-DNzd,i am 43..i just started learning ml in this age..from a15 year old champ...can i make it? still confused,6 days ago,Affaaf TV,UCKlcLgag6VhNIJbilsah5BA,0,https://yt3.ggpht.com/ytc/AKedOLQpnR_DDzyPoCPR3CBhw5DEcUChLOe4sHQ8_UvDbw=s176-c-k-c0x00ffffff-no-rj,False
UgyAH491zXX6GxtCrhZ4AaABAg.9RfnaIHVIiZ9RgGMvKt-eX,thanks man,7 months ago,Creative fantasybox,UCXW9LYEDxG64QkbHkHSVlaA,5,https://yt3.ggpht.com/ytc/AKedOLSSYCnkcaEYX3s-1qYiIRcisHmjUltsIfu9pA=s176-c-k-c0x00ffffff-no-rj,False
UgyAH491zXX6GxtCrhZ4AaABAg.9RfnaIHVIiZ9RiVqiRF2yL,merci bcp,7 months ago,Mahmoud Bouzid,UCBsvog8a61xXi5sriH_s-Vw,1,https://yt3.ggpht.com/ytc/AKedOLRiuZF2wQwdV_Na_9y95izXrdaztEWOyNuXvlBY=s176-c-k-c0x00ffffff-no-rj,False
UgyAH491zXX6GxtCrhZ4AaABAg.9RfnaIHVIiZ9Rio41AK5r8,thank you 😊,7 months ago,Rajmanov,UCFXs5OwBSU6i6gsAF8ucwvA,2,https://yt3.ggpht.com/ytc/AKedOLQq6Ba9Chxr5tStDvWRsSK_RYEKRdarz0XWLw=s176-c-k-c0x00ffffff-no-rj,False
UgyAH491zXX6GxtCrhZ4AaABAg.9RfnaIHVIiZ9Rio5UqEoDe,gracias papucho,7 months ago,Rajmanov,UCFXs5OwBSU6i6gsAF8ucwvA,2,https://yt3.ggpht.com/ytc/AKedOLQq6Ba9Chxr5tStDvWRsSK_RYEKRdarz0XWLw=s176-c-k-c0x00ffffff-no-rj,False
UgyAH491zXX6GxtCrhZ4AaABAg.9RfnaIHVIiZ9S21CjfAnxa,thank you for your kindness 👍,6 months ago,Jerry Fan,UCjZokRtGwto-NalqanHRF7A,0,https://yt3.ggpht.com/ytc/AKedOLTgwQCquT3rZRvTw13JVs6WC7PH_9FPfA9ojQ=s176-c-k-c0x00ffffff-no-rj,False
UgyAH491zXX6GxtCrhZ4AaABAg.9RfnaIHVIiZ9SDJ7oJefhz,thanks bud,6 months ago,Don Rickles,UCQlfgXpF0SR1V-8sBoOF4Nw,0,https://yt3.ggpht.com/ytc/AKedOLTt-YT1lcZQAgk8XRq45B8crJyhyRoMJWUunqFD=s176-c-k-c0x00ffffff-no-rj,False
UgyAH491zXX6GxtCrhZ4AaABAg.9RfnaIHVIiZ9SDnb4FV0J-,thanks,6 months ago,Anukul Jena,UC0SWk-FV3iJeyCXNvj_KtdA,2,https://yt3.ggpht.com/ytc/AKedOLSJfajnNs_L6C6IFvcRjTH4H0l9j9IbL_PC5BmJm4g=s176-c-k-c0x00ffffff-no-rj,False
UgyAH491zXX6GxtCrhZ4AaABAg.9RfnaIHVIiZ9ZsSrb1WALK,thanks! 😊,2 weeks ago,Jupiter,UCEV1asGsOhuA_zYLOffdIjw,0,https://yt3.ggpht.com/ytc/AKedOLTHYoEYki4xGt0oeEUtXAXAbDid1MoBDOmRSN3mXg=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9RvHNPH8x8E,so true man,7 months ago,Frank Fernandes,UClcqMa_Scb2NuwJKVr1aYjA,6,https://yt3.ggpht.com/ytc/AKedOLSonGGj4226WPgDkBkA30_v_kW-7MWaWlt9yG3vaw=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9S6jSP0g36r,i dont know what i've done with my life xd. i'm 22,6 months ago,Anderson Jimenez Santana,UCKy6K0Yf8tJXBWoDxbYykIQ,50,https://yt3.ggpht.com/ytc/AKedOLTWMbFV2QsXGXqY9t1dn3M53qg4tAgOz5q-HA=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9SDkI7LooCe," @anderson jimenez santana  im a cs undergrad and now, i feel the same",6 months ago,Harshita Singh,UCXDfHr47zifhraEQbqJ9fhQ,15,https://yt3.ggpht.com/ytc/AKedOLTh-eaUvPTQQjvrDKBxd_Oa9wcsWN8lTCAYOYOB4fg=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9SPRHMrPjGo," @anderson jimenez santana  almost 22 and can do nothing, hi",6 months ago,Errror42,UCvblQ4rXJXDb1fE-khqsrxQ,8,https://yt3.ggpht.com/ytc/AKedOLQGjxpV1dmXqf4vNwvSn0waQHmjKfCj5EHSCXq0=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9SYsAvd5TzQ, @anderson jimenez santana  i wanna die xdd,6 months ago,Prajwal Deep Khokhar,UCV1kjvaNSJ5SpYXrCAzxm2g,8,https://yt3.ggpht.com/ytc/AKedOLSJ4vDMtpJ6SL_d7nGjek6KLUV8vFfQCyYMVWyFTyw=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9T19WmbtZMS,😂😂😂,6 months ago,Lavanya S,UCeBMFTtlvqsNL5l9FFv11RQ,1,https://yt3.ggpht.com/ytc/AKedOLRPVTAcenRLWJGBG3oDdCCesST0FQ24s1jnTDPU_Q=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9T4xzSo3367,"as a kid i did programs on commodore 64, too bad i didnt continue",6 months ago,MrMike44v,UCLpv45bZhbKOyzciAX20Taw,1,https://yt3.ggpht.com/ytc/AKedOLSHPsyN4PGozToR-ATFq6YLSZWzGhR9-B2W2A=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9UWETqRhZ9e,🤣🤣🤣,4 months ago,rafsan goni,UCF4nB2ULrWGhWC60tjzO4BA,0,https://yt3.ggpht.com/ytc/AKedOLRS66cThNyMcpdPc8wUZenaalmRtDNuZAVitiBn=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9VQ5npr4n7g,literally,4 months ago,Top  Buggout,UCq1_BYpY7wrDz1p1i0dB36w,0,https://yt3.ggpht.com/ytc/AKedOLQlMMftPycC-NRf11xhlwty0sUDJXl1_wVHq_gve4CHDSTMvjI2oWDMotadsH58=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9VWZKFl9l1W,😂😂😂yeah,4 months ago,Chathere,UCBIO3q0SbILzlf0bG_HWb5A,1,https://yt3.ggpht.com/bAF9Uei1qQf6GqjIF3GK3cR4Bu7Jn-K1IfJeNEvjEVSmcvoMbVcYhLFHwUEffzVTBzTZ54mehQ=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9VaYuS_4IWH,overtime?,4 months ago,Mathew Nicholls,UCGbvj411y5L6qp7OaW3r9Mg,0,https://yt3.ggpht.com/ytc/AKedOLRxRe4_eWVOBNzd5y8VHvsnk-e1AVOvbtJOE-9Sjw=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9W4eN0vvdBs,so fckin true. 😂,3 months ago,Nur Yasin,UCTEZV5GDBtnciymtdG42YFw,0,https://yt3.ggpht.com/ytc/AKedOLSD_nHtkIyvfUiar_OFactYPlQrPefKE6mEFA=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9W8TFYj-HgU,not more than 15 years of age,3 months ago,Abhinav Singh,UC2xLnO-21u5CQIhitOyzWSA,0,https://yt3.ggpht.com/ytc/AKedOLQy6FgHy66K93xI-Jln-kdBPD6hGZjA17Cb3g=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9WewgOvdueY,"why are here so many 22 yr olds in comts ,me 22 too",3 months ago,barca10,UCJxiJJ3ZW60_3tM6NUh2OaQ,1,https://yt3.ggpht.com/owcc9a-1zo0FO7V1SiReZfCwD7ttLFTjRtVRG_ph9IRK8PXCWINir9WvewGqC7ahoDItjup3TFU=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9XkXYABdBMO,"i'm jealous because all i had when i was 15 was an 8 bit processor with 32k of ram, and a cassette to save files to. machine learning? in 1985? lol, all i had was basic on a ti-99/4a now i'm too old and broken, you kids are trampling my generation. i'm tired of computers anyway, they really haven't done as good for the world as they said they would. ""the future"" sucks.",2 months ago,Peter Belanger,UC-5532mUTkJee_T7q22rW8w,0,https://yt3.ggpht.com/ytc/AKedOLS41lY-F9krls6RhrnT71bT_Ze1uLZXRZL8Jg=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg.9RolzGoETAn9YKk5Q2znVR,by a 16 year old🤣🤣😅😅,1 month ago,Oi,UCh2vDYLi4jt3wQSjQf62N0w,0,https://yt3.ggpht.com/ytc/AKedOLReUPXsOcAI2yHhuH6Ta_6TteztubBXr2EZkz9BmGJvwP5j5FIuwk-KL2La3H4bSw=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg,"hi everyone, i hope that everyone will enjoy this course, here's how you can help me:-  be sure to subscribe newera for further courses:- https://youtube.com/c/neweraa/?sub_confirmation=1  a brand new deep learning course is coming on newera, so after completing ml001, you can watch that too.  you can watch the same course here:- https://www.youtube.com/playlist?list=plitqwrdnk9xdyoaovbxkbgrbmjk5nrqcb   ( all the updates, announcements will be made here only )   you can know more or connect with me on social media handles below:-  an intro video about me:- https://youtu.be/3ytbvj930e4  linkedin:-  https://www.linkedin.com/in/ayush-singh488/ instagram:-  https://www.instagram.com/intelligentprogrammer123/ twitter:- https://twitter.com/ayushsi69507942  discord to ask question:- https://discord.gg/fduy8bmv   antern:- antern.co",7 months ago,Newera,UC_sl8H2k4xC9RLqyHsnDkcA,256,https://yt3.ggpht.com/h_pAhp1zCDKTlesrjN__Eg1UqClU53rUqlvO_1MKCDx3T-WOBdVHSKFddvjkz4FOdG6h3z65=s176-c-k-c0x00ffffff-no-rj,True
Ugyv-PY-6vBBx6yEWG94AaABAg,"the kid's 15. my god, look at the teaching skills and confidence at such age while delivering one of the hardest courses. he is gonna reach great heights ✌️✌️",7 months ago,Yeshwanth Prabhala,UCcZ46zBk3-qsMdaGZUouZNw,1.8K,https://yt3.ggpht.com/ytc/AKedOLSv35tO0TJOINqNpP7P0V34vOwndc006w4XCnKjNg=s176-c-k-c0x00ffffff-no-rj,False
UgyAH491zXX6GxtCrhZ4AaABAg,"0:00       -  intro 4:34       -  fundamentals of ml 25:22     -  supervised vs unsupervised  35:39     -  linear regression 1:07:06  -  logistic regression 1:24:12  -  project: house price predictor 1:45:16  -  regularization 2:01:12  -  support vector machines 2:29:55  -  project: stock price predictor 3:05:55  -  principal component analysis  3:29:14  -  learning theory 3:47:38  -  decision trees 4:58:19  -  ensemble learning 5:53:28  -  boosting, pt 1 6:11:16  -  boosting, pt 2 6:44:10  -  stacking ensemble learning 7:09:52  -  unsupervised learning, pt 1 7:26:58  -  unsupervised learning, pt 2 7:55:16  -  k-means 8:20:21  -  hierarchical clustering 8:50:28  -  project: heart failure prediction 9:33:29  -  project: spam/ham detector    please, enjoy!",7 months ago,Who am I ¿,UCg-rZCni3RGrAPRiKtk_VTg,405,https://yt3.ggpht.com/ytc/AKedOLTAINdbT5WQ9E0AMIqr3BeNiCl1GS2wAu_b7n5B=s176-c-k-c0x00ffffff-no-rj,False
UgzR8wWbmPWVlvqB9Cx4AaABAg,this is how you get 18 years of experience at the age of 20,7 months ago,Abhigyan Verma,UCWwtypx0nR8qB0bKW55Eb2Q,1.3K,https://yt3.ggpht.com/ytc/AKedOLSvVWj8VG5dtCMmbf_BO-J9Y4tzrEcAcI85EdT3qw=s176-c-k-c0x00ffffff-no-rj,False
UgxcrHnheEB5a0Kqhch4AaABAg,"seeing such a young kid with those skills, makes me proud of him and sad about me 😭",7 months ago,Sam,UCCWNWKUsUi9BzYRJRYsb4pw,563,https://yt3.ggpht.com/ytc/AKedOLSAyVP4Bf6ltYcRuLPRjKcoKreoNYkA-pM1jU8U=s176-c-k-c0x00ffffff-no-rj,False
Ugxo-pdMuRsZ8PhePAZ4AaABAg,"as someone who is looking to break into this field, as an entrepreneur, and as a husband and a father, you are truly an inspiration. what you are doing is incredible and i wholeheartedly support you. keep going. you are the future.",4 months ago,ivlivs.c,UCHfQwvh4KK3Mr6sFppuS_lw,42,https://yt3.ggpht.com/1-bsRQIXgyEvB_R4n95-9UUuN97rqNHRC118c-GBYfzT2ikc8D4nsd7Gxu1zFuHBCuAfjtVY-8c=s176-c-k-c0x00ffffff-no-rj,False
UgypgAZ96NluJCwNgip4AaABAg,"in linear regression , the cost funtion is 1/m * (summation of square of difference between ground value and predicted value).but in the tutorial you wrote 1/m + (summation part). change it. other than that your video is awesome.",1 month ago,khabilan somasundaram,UCL5FQS7W8VRhWJsz9aYB5pQ,10,https://yt3.ggpht.com/ytc/AKedOLRknw1WQcm6RUfaGAkT4aHrxNnRN58XVQu23DSn=s176-c-k-c0x00ffffff-no-rj,False
Ugy5dVWAXuvNldUU9CF4AaABAg,"the whole course is so comprehensive , thank you! this 9+ hours of knowledge tsunami actually represents a higher quality of teaching than some university courses in the same topic :d",7 months ago,Kovacs Arpad,UCU4iE5RL3-1-Bp-k3KojEbg,116,https://yt3.ggpht.com/ytc/AKedOLR2tPM7Ypl5Ty8Ol5d-W06UsILj-JILOnX5fg=s176-c-k-c0x00ffffff-no-rj,False
UgxzKQZGGebwpnJJdi14AaABAg,"i have a little question, in the whole calculation of rmse in linear regression , why are we addting 1/m instead of multiplying it by 1/m. even if we consider the units of the entities, we are trying to add a number with distance .",6 months ago (edited),Harshita Singh,UCXDfHr47zifhraEQbqJ9fhQ,47,https://yt3.ggpht.com/ytc/AKedOLTh-eaUvPTQQjvrDKBxd_Oa9wcsWN8lTCAYOYOB4fg=s176-c-k-c0x00ffffff-no-rj,False
UgxfyoX6cvkF5pnfCRV4AaABAg,"my mind is just blown🤯🤯🤯, 15 year old is just rocked the tutorial. formal way of education it at high threat😂😂😂, which is a good sign. a huge applause to this 15 year legend👏👏👏, for proving that age doesn't matter to learn anything.",7 months ago,srikanth,UCbOsDDjOwVimkHKkQ5gb_1Q,202,https://yt3.ggpht.com/ytc/AKedOLShf6pqU0DOq8apZdir9QHw2WxpdH8yb0JtOsOAyeL9Na743nBP0gEjkcaw-NUx=s176-c-k-c0x00ffffff-no-rj,False
UgzHBv0h0mBsBC8jyhh4AaABAg,"having done machine learning in the past year, this was actually a really good revision.",2 months ago,Harry Guanous,UClE4vy2D0RID9rZfMejHAjQ,4,https://yt3.ggpht.com/ytc/AKedOLTVbACQwqYcOaheeAbSBDB1S6QFgVj3vPJY_8DJ=s176-c-k-c0x00ffffff-no-rj,False
Ugyec-IK6LzPKF1EahZ4AaABAg,now a fetus teaching quantum mechanics please,7 months ago,Sorubro,UCe7eCZmJTjm1ymaB7i-urSA,781,https://yt3.ggpht.com/ytc/AKedOLQfCbJmU5mUUpajyXNZW7y7s23ZFtHMTpbeGA1S3w=s176-c-k-c0x00ffffff-no-rj,False
UgxTmR9W650MwtMYHWF4AaABAg,i definitely learnt more ml in this video than during my whole year in master's degree!,6 months ago,Raphael Taieb,UCjQntRXfNm8MZNp7-Oderhg,29,https://yt3.ggpht.com/ytc/AKedOLRMAJiuJYXaTOjRNLDDpsAO-SiZ3a74d-cIAg=s176-c-k-c0x00ffffff-no-rj,False
UgygMicc09BU7UjbD5J4AaABAg,i can’t believe i'm learning from a kid. honestly i'm amazed and i'm really happy to learn from him.,7 months ago (edited),ReVe,UCZnQBZkyRLAYTFpG_mWjkiA,65,https://yt3.ggpht.com/ytc/AKedOLRTodUHxraAR-x-qSHCR9JCfv3t8aHBKOJ1-3UA=s176-c-k-c0x00ffffff-no-rj,False
UgyELglKVyTk2lRa1wp4AaABAg,"hi op, my question is regarding the challenge of dealing with datasets in my project . the feature set contains about 40 columns from merging10 csv files to train my model. but the test dataset contains just 2 columns including the target column. so each time i try to make classification on the target column i get a failure notice telling me that my training and test shape are not the same.    how can i make my model to make prediction based on the test dataset given to me? or how can i adapt my test dataset to conform to the training dataset in shape in order to run my program?",2 months ago,Aiziko,UC03qmp6zHmt-mKpG8u7A5fw,1,https://yt3.ggpht.com/--sVIX1EYjqwzvbzdgdH9svXdT66-ny2bswBkKvFTE5kmiY6ZuRLuYW3p-uNoXFcqwy-7LdR=s176-c-k-c0x00ffffff-no-rj,False
UgxKbVcY3j2SB3CHj4d4AaABAg,"great ayush!   you are the next sundar pichai and satyam nadela.    this is what i found the basic gap in our primary education system. i also came from the same place but at the age of 15, i was wondering how to clear my 10th exam, and during graduation at 21, not able to write proper c-programming.  just see his achievement and way of teaching style at 15. thanks to his mom and dad for great learning to his son.  excellent ayush.. god bless you  wish you for your bright future.",1 month ago,Ramesh Kumar,UCkXdfbgOpooD_R2U26soKtw,2,https://yt3.ggpht.com/ytc/AKedOLSJuaQGX3Wexp_ak7G2083_HooVxGigADYARbY_Sg=s176-c-k-c0x00ffffff-no-rj,False
UgxF4BIiLnJGZctKrtl4AaABAg,i've just started ml (supervised) at the age of 21 after having a mathematical degree. i feel ashamed after watching this video but happy cuz this guy explains things better than my phd teacher .,2 months ago,Oh Geez,UCTE50iQkhNlRr3r94ASC6hA,13,https://yt3.ggpht.com/ytc/AKedOLR6_7zQqwzubhAMcQCUWFEFLpc8VVJpHxQUlliFPA=s176-c-k-c0x00ffffff-no-rj,False
UgwIKUZ2GO-7KpgEY2R4AaABAg,perfect example of age doesn't matter if you have knowledge <3. nicely done bro,7 months ago,Md. Yasin Arafath Piyal,UCunlmAFe-BFPGS9-VmDPdbQ,26,https://yt3.ggpht.com/ytc/AKedOLRJ4cweDIHEtVWJnV5QFxIPkP6vGY_H7r5iekFNMg=s176-c-k-c0x00ffffff-no-rj,False
UgyyZ6XjWOh7Hrvcxbl4AaABAg,"⭐️ course contents ⭐️ ⌨️ (0:00:00) course introduction ⌨️ (0:04:34) fundamentals of machine learning ⌨️ (0:25:22) supervised learning and unsupervised learning in depth ⌨️ (0:35:39) linear regression ⌨️ (1:07:06) logistic regression ⌨️ (1:24:12) project: house price predictor ⌨️ (1:45:16) regularization ⌨️ (2:01:12) support vector machines ⌨️ (2:29:55) project: stock price predictor ⌨️ (3:05:55) principal component analysis ⌨️ (3:29:14) learning theory ⌨️ (3:47:38) decision trees ⌨️ (4:58:19) ensemble learning ⌨️ (5:53:28) boosting, pt 1 ⌨️ (6:11:16) boosting, pt 2 ⌨️ (6:44:10) stacking ensemble learning ⌨️ (7:09:52) unsupervised learning, pt 1 ⌨️ (7:26:58) unsupervised learning, pt 2 ⌨️ (7:55:16) k-means ⌨️ (8:20:21) hierarchical clustering ⌨️ (8:50:28) project: heart failure prediction ⌨️ (9:33:29) project: spam/ham detector",3 weeks ago,Academiclibrary,UCM_e-IgpiSCn0_dzpBmg7mw,2,https://yt3.ggpht.com/n8LGPZ7kBlGWIBOlCN72b1qwOYLk9VpfmSTEvIDX4ZMa6xqP5ds3ZsArZahGEhUDklT6Qys=s176-c-k-c0x00ffffff-no-rj,False
UgwIX9gZr0h_ivdttiN4AaABAg,"i'm three times age this guy but i'm here to learn sir, hats off",7 months ago,Human,UClAmpEDjU4dzJjOqZb_-iXA,8,https://yt3.ggpht.com/ytc/AKedOLThaPOJl8M56y-Mxniu-qqZIO-A9TyJN9xMARdrow=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9Rhwx6gNDLB,where could i find the dataset for the projects??,7 months ago,Kushal Banda,UCDWYvcBWx0en31UydluhoGg,0,https://yt3.ggpht.com/ytc/AKedOLSwf7vG_pA4q2pwXAB6BkVVmjf5XkdKURLJNA=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9RiHkrVMGLE," @kushal banda  dataset are told in the video only, see how i taken the dataset using api and prepared the data.",7 months ago (edited),Newera,UC_sl8H2k4xC9RLqyHsnDkcA,0,https://yt3.ggpht.com/h_pAhp1zCDKTlesrjN__Eg1UqClU53rUqlvO_1MKCDx3T-WOBdVHSKFddvjkz4FOdG6h3z65=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9RoOTx7Dfmv,"when i was your age, i was figuring out what the heck i was doing in turbo c in school.",7 months ago,Mihir Singh Yadav,UCXRN_OZmWUpUtnNtb53CduA,0,https://yt3.ggpht.com/ytc/AKedOLQRyRGMVtxOK2H-rIWLD4BxG4a1e7SwXqhE-BWgaA=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9RrB_dn7sUI,thanks you so much. wish you healthy and success :),7 months ago,NATSU DRAGONEEL,UCD0trv7nJIJ5SQtaLriF2DA,0,https://yt3.ggpht.com/ytc/AKedOLRIJsENfsAmGFv1Wh7gOnjLAy5YmiQmPU4NDqdE=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9RxOlEdwjTC,i can't seem to find the notebooks used in this tutorial. can anyone help me?,7 months ago (edited),Akash Manoj Choudhary,UC33_w6E2iTk-ekGqjFOUd9A,0,https://yt3.ggpht.com/ytc/AKedOLR7i65Jd-R96ApIQotNoe7fZh9Oil2mdGaP8A=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9RxSbEmSDb9," @akash manoj choudhary  see the github under notebooks used in this course folder, just now added,",7 months ago,Newera,UC_sl8H2k4xC9RLqyHsnDkcA,0,https://yt3.ggpht.com/h_pAhp1zCDKTlesrjN__Eg1UqClU53rUqlvO_1MKCDx3T-WOBdVHSKFddvjkz4FOdG6h3z65=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9S216JkeAaG,please how can i get the problem sets?,6 months ago,Ackun Ekow Daniel,UC46M82INwRlAf1vtjUeTCkw,0,https://yt3.ggpht.com/ytc/AKedOLS3m4jy8OUr3ZLluuKPZjk8SNFw9daVVAb-P80o=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9S22Ealtfg8, @ackun ekow daniel  see the github of this course,6 months ago,Newera,UC_sl8H2k4xC9RLqyHsnDkcA,0,https://yt3.ggpht.com/h_pAhp1zCDKTlesrjN__Eg1UqClU53rUqlvO_1MKCDx3T-WOBdVHSKFddvjkz4FOdG6h3z65=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9S4jNbuj37w,"good approach, unfortunately you are making a lot of mistakes in terms of details of the statistical methods and that is the very basics of machine learning so you should get yourself some training before teaching errors to others!",6 months ago,Nils Meyer,UCtPFCY0CYSX1st6KjwCE1kQ,0,https://yt3.ggpht.com/ytc/AKedOLRj1MrUKHIzRM6or8FDd8_BjRZZhL2ldkz6fgGl5KFafGZSR3oZqUSRrgDMSrHM=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9S5dqN2XHoC," @nils meyer  hi, whatever mistakes are made are non-intentional, however whatever mistakes are made are on the errata page on github, so if you find errata which is not listed on that page.  jealousy what i can see, 4 mistakes are lot of? omg, plz don't misguide others",6 months ago,Newera,UC_sl8H2k4xC9RLqyHsnDkcA,0,https://yt3.ggpht.com/h_pAhp1zCDKTlesrjN__Eg1UqClU53rUqlvO_1MKCDx3T-WOBdVHSKFddvjkz4FOdG6h3z65=s176-c-k-c0x00ffffff-no-rj,False
UgzwFq-GHbgEf142oxt4AaABAg.9RaOx-q5IHM9SMktRVfVNi,thank you!,6 months ago,Kashod Cagnolatti,UC0lcvxL1KIknUli9Ooiln9Q,0,https://yt3.ggpht.com/ytc/AKedOLQJV3Y7RsSxSv2X42lnn4cXpjaDdRMcmmDuqzF_hw=s176-c-k-c0x00ffffff-no-rj,False
